Township,Region,last_update,lat,long,new-cases,deaths,recovered,active
Accra,Greater Accra,03/30/2020 23:20,5.550000,-0.020000,0,0,0,0
Tema,Greater Accra,03/30/2020 23:20,5.666667,0.000000,0,0,0,0
Obuasi,Ahanti,03/30/2020 23:20,6.201207,-1.691251,0,0,0,0
Kumasi,Ahanti,03/30/2020 23:20,6.700071,-1.630783,0,0,0,0
Wa,Upper West,03/30/2020 23:20,10.06069,-2.50192,0,0,0,0
Tamale,Northern,03/30/2020 23:20,9.432919,-0.848452,0,0,0,0
