Township,Region,last_update,lat,long,new-cases,deaths,recovered,active
Accra,Greater Accra,03/19/2020 23:06,5.550000,-0.020000,4,0,0,4
Tema,Greater Accra,03/19/2020 23:06,5.666667,0.000000,1,0,0,1
