Township,Region,last_update,lat,long,new-cases,deaths,recovered,active
Accra,Greater Accra,04/02/2020 14:03,5.550000,-0.020000,9,0,0,0
Tema,Greater Accra,04/02/2020 14:03,5.666667,0.000000,0,0,0,0
Obuasi,Ahanti,04/02/2020 14:03,6.201207,-1.691251,0,0,0,0
Kumasi,Ahanti,04/02/2020 14:03,6.700071,-1.630783,0,0,0,0
Wa,Upper West,04/02/2020 14:03,10.06069,-2.50192,0,0,0,0
Tamale,Northern,04/02/2020 14:03,9.432919,-0.848452,0,0,0,0
Kpong,Eastern,04/02/2020 14:03,6.1149,0.0578,0,0,0,0
