Township ,Region        ,last_update      ,lat ,long ,new-cases ,deaths ,recovered ,active
Accra    ,Greater Accra ,03/27/2020 23:28 ,    ,     ,5         ,1      ,1         ,0
Tema     ,Greater Accra ,03/27/2020 23:28 ,    ,     ,0         ,0      ,0         ,0
Obuasi   ,Ahanti        ,03/27/2020 23:28 ,    ,     ,0         ,0      ,0         ,0
Kumasi   ,Ahanti        ,03/27/2020 23:28 ,    ,     ,0         ,0      ,0         ,0
